25073877,realDonaldTrump,friends,45,40471466,78241,36072,Wed Mar 18 13:46:38 +0000 2009,,img/25073877.jpg,Washington  DC
147580943,Gavin_McInnes,friends,503,232044,2129,17847,Mon May 24 14:17:06 +0000 2010,https://t.co/Udn0MGxJGf,img/147580943.jpg,NYC
164070785,Lauren_Southern,friends,1010,314083,1851,13284,Wed Jul 07 23:58:47 +0000 2010,https://t.co/4IPrESDJO9,img/164070785.jpg,contactlsouthern@gmail.com
18643437,PrisonPlanet,friends,423,724793,6446,45069,Mon Jan 05 20:04:23 +0000 2009,https://t.co/BipouLYWgE,img/18643437.jpg,London
358545917,Cernovich,friends,1637,352388,3455,74851,Sat Aug 20 03:02:29 +0000 2011,https://t.co/tvYSKx3Shh,img/358545917.jpg,Orange County  California 
19091173,scrowder,friends,2909,461926,4368,47689,Fri Jan 16 23:00:21 +0000 2009,http://t.co/FOnVPDGKal,img/19091173.jpg,Ghostlike
196168350,AnnCoulter,friends,817,1722136,12239,30218,Tue Sep 28 14:04:51 +0000 2010,http://t.co/yOTZER5hRn,img/196168350.jpg,Los Angeles/NYC
50769180,IngrahamAngle,friends,328,1773799,10714,31390,Thu Jun 25 21:03:25 +0000 2009,https://t.co/lnkE5EsSNQ,img/50769180.jpg,DC
41634520,seanhannity,friends,7567,2924528,16982,36425,Thu May 21 17:41:12 +0000 2009,https://t.co/gEpXK0qpWl,img/41634520.jpg,NYC
15976697,michellemalkin,friends,16375,2163793,15695,63184,Mon Aug 25 02:52:07 +0000 2008,http://t.co/zSOYdkNvrb,img/15976697.jpg,USA
109065990,RealAlexJones,friends,429,726490,7835,37558,Wed Jan 27 21:42:26 +0000 2010,https://t.co/2wL2hEpCgI,img/109065990.jpg,Austin  TX
838563884021637120,BasedStickMan_,friends,275,32965,229,1168,Mon Mar 06 01:36:24 +0000 2017,https://t.co/PciRVpxiyY,img/838563884021637120.jpg,San Francisco  CA
313038011,StefanMolyneux,friends,49,253169,2259,16236,Wed Jun 08 02:04:43 +0000 2011,https://t.co/GBSCT36kHr,img/313038011.jpg,
35039490,MarkDice,friends,174,283771,2509,29796,Fri Apr 24 21:02:52 +0000 2009,https://t.co/jCpbNU2RAc,img/35039490.png,New Videos Every Day
18208354,joerogan,friends,3673,3685987,19127,39902,Thu Dec 18 04:01:47 +0000 2008,https://t.co/UoPqZeCPDs,img/18208354.jpg,
760446553077194752,ProudBoysUSA,friends,1934,19228,116,7619,Tue Aug 02 12:06:01 +0000 2016,https://t.co/9kCvoiUew5,img/760446553077194752.jpg,The Modern World
843125679931703296,proudboysgirls,friends,702,3986,12,3634,Sat Mar 18 15:43:21 +0000 2017,https://t.co/30ex57JiBh,img/843125679931703296.jpg,
95994080,Lukewearechange,friends,2293,72378,1429,22053,Thu Dec 10 22:04:56 +0000 2009,http://t.co/7rbyZKKhRi,img/95994080.jpg,Brooklyn NY
856579802173722624,ProudBoysCHS,friends,72,148,0,176,Mon Apr 24 18:45:14 +0000 2017,https://t.co/tYQwuJvSZt,img/856579802173722624.jpg,Charleston  SC
468646961,TomiLahren,friends,925,855686,3510,10622,Thu Jan 19 19:19:11 +0000 2012,https://t.co/1pXmBlQ3NO,img/468646961.jpg,Los Angeles  CA
743846895215329281,MeninistHQ,friends,532,5013,8,1329,Fri Jun 17 16:44:54 +0000 2016,https://t.co/YTWAl6sR0M,img/743846895215329281.jpg,
71627462,JonahNRO,friends,1064,259087,5408,104568,Fri Sep 04 20:16:13 +0000 2009,http://t.co/b7WYqxaxsG,img/71627462.jpg,Washington  DC
47739450,ByronYork,friends,1116,214143,4586,36727,Tue Jun 16 20:38:05 +0000 2009,http://t.co/tAAyTAVFIb,img/47739450.jpg,Washington  D.C.
3018960919,TheRebelTV,friends,17321,119522,999,18082,Fri Feb 13 23:28:17 +0000 2015,http://t.co/NC33RdyHSp,img/3018960919.png,Canada and the world
23658557,Oathkeepers,friends,49,19528,482,2612,Tue Mar 10 21:14:58 +0000 2009,http://t.co/DINYJAu7hz,img/23658557.jpg,Concord Bridge  MA
22703645,TuckerCarlson,friends,100,1200517,6686,3307,Wed Mar 04 00:03:12 +0000 2009,,img/22703645.jpg,Washington  DC
3459422594,bear_ing,friends,685,75960,164,5834,Sat Sep 05 12:53:10 +0000 2015,https://t.co/jUkLDenacX,img/3459422594.jpg,Australia
457984599,BreitbartNews,friends,145,841415,7690,82309,Sun Jan 08 01:50:52 +0000 2012,http://t.co/2sVbt3n6lO,img/457984599.jpg,
18379614,RubinReport,friends,760,265529,1936,68323,Thu Dec 25 21:38:44 +0000 2008,https://t.co/HbQdysteQS,img/18379614.jpg,Dagobah System
17995040,benshapiro,friends,199,858226,6116,98715,Tue Dec 09 16:40:22 +0000 2008,https://t.co/hiB96sgNMH,img/17995040.jpg,California
10774652,theblaze,friends,385,667917,7369,83547,Sat Dec 01 22:23:57 +0000 2007,https://t.co/zAObvS3SSR,img/10774652.jpg,Dallas  TX
7702542,DLoesch,friends,3903,637385,7772,113281,Wed Jul 25 03:30:38 +0000 2007,https://t.co/gQsd5GKVWk,img/7702542.jpg,God's country
127941629,GrrrGraphics,friends,3158,99082,1084,23542,Tue Mar 30 17:37:29 +0000 2010,http://t.co/HERwCNZCkB,img/127941629.jpg,Montana  USA
592730371,JackPosobiec,friends,806,210984,2153,54574,Mon May 28 13:31:22 +0000 2012,https://t.co/TE3SvwBmlK,img/592730371.jpg,Washington  DC
78523300,RealJamesWoods,friends,4885,921762,5761,18296,Wed Sep 30 05:31:28 +0000 2009,,img/78523300.jpg,
847356759270277125,BevHillsAntifa,friends,1078,22787,209,2291,Thu Mar 30 07:56:09 +0000 2017,,img/847356759270277125.jpg,Beverly Hills  CA
439572982,IndianaAntifa,friends,329,1469,31,5124,Sat Dec 17 23:26:10 +0000 2011,http://t.co/QQXprDyzF8,img/439572982.png,
800127040217153537,antifa_knox,friends,96,784,27,8,Sun Nov 20 00:02:06 +0000 2016,,img/800127040217153537.jpg,Knoxville  TN  USA
3356987195,York_AntiFA,friends,154,631,20,107,Fri Jul 03 15:40:55 +0000 2015,,img/3356987195.jpg,York
954197461,AnarcAntifa,friends,2057,4245,187,51952,Sat Nov 17 19:34:48 +0000 2012,,img/954197461.jpg,Italia
86807485,AntifaUSA,friends,751,1146,22,6562,Sun Nov 01 21:34:39 +0000 2009,https://t.co/qbxxIMWNdk,img/86807485.gif,Arizona  USA
796424530164121600,NorthNjAntifa,friends,72,2305,27,427,Wed Nov 09 18:49:39 +0000 2016,,img/796424530164121600.jpg,New Jersey  USA
19878055,charlesmurray,friends,193,54405,1016,7938,Sun Feb 01 21:29:33 +0000 2009,https://t.co/qXricNuDkX,img/19878055.jpg,Burkittsville  MD
847983213574225920,AntifaCentCom,friends,39,363,5,162,Sat Apr 01 01:25:27 +0000 2017,,img/847983213574225920.jpg,San Francisco  CA
847675510926622723,AntifaMidwest,friends,313,2389,24,2513,Fri Mar 31 05:02:45 +0000 2017,,img/847675510926622723.jpg,Knob Noster  MO
23257880,ThePeoplesCube,friends,509,7465,356,51238,Sun Mar 08 00:58:29 +0000 2009,https://t.co/EFJm8L411r,img/23257880.jpg,The Current Truth?
16989178,JamesOKeefeIII,friends,1048,338381,3714,8738,Mon Oct 27 00:38:24 +0000 2008,https://t.co/lQDHy4Zio2,img/16989178.jpg,New York
848006006931988480,pdxantifa1RL,friends,32,284,4,48,Sat Apr 01 02:56:02 +0000 2017,,img/848006006931988480.jpg,Portland  OR
847970588773818368,BuckheadAntifa,friends,9,155,4,1,Sat Apr 01 00:35:17 +0000 2017,,img/847970588773818368.jpg,Atlanta  GA
848009443094667264,VenturaAntifa,friends,126,252,7,21,Sat Apr 01 03:09:41 +0000 2017,,img/848009443094667264.jpg,Ventura  CA
847834213818806275,Punished_Snek,friends,259,299,6,634,Fri Mar 31 15:33:23 +0000 2017,,img/847834213818806275.jpg,
847970457026416641,antifaedmonton,friends,108,331,8,166,Sat Apr 01 00:34:46 +0000 2017,,img/847970457026416641.jpg,Facsist Capital Of Alberta
847981406991114241,KeyWestAntifa,friends,222,1477,16,753,Sat Apr 01 01:18:16 +0000 2017,,img/847981406991114241.jpg,Key West  FL
847947128160649216,VancouverAntifa,friends,331,1225,19,1570,Fri Mar 31 23:02:04 +0000 2017,https://t.co/hwcKbAa77X,img/847947128160649216.jpg,North of Orange Hitler
30458840,KekistanAntifa1,friends,1743,2094,31,9709,Sat Apr 11 14:51:48 +0000 2009,,img/30458840.jpg,Ganoosh  Kekistan
923583440,AntiFascistNetw,friends,196,19743,182,5382,Sat Nov 03 16:46:36 +0000 2012,http://t.co/WZDJTOgStR,img/923583440.jpg,
850109849148964864,TheFaction1776,friends,271,1449,14,1717,Thu Apr 06 22:15:57 +0000 2017,https://t.co/XqbugExOaF,img/850109849148964864.jpg,Los Angeles  CA
16163639,NolteNC,friends,563,142605,2607,87494,Sun Sep 07 02:05:30 +0000 2008,https://t.co/qKEfDQ3dTo,img/16163639.jpg,Home is where my wife is.
83748727,FaithGoldy,friends,998,77526,596,26160,Tue Oct 20 02:23:05 +0000 2009,,img/83748727.jpg,Diver City
4316769252,MsBlaireWhite,friends,1302,146468,598,3888,Sat Nov 21 23:11:36 +0000 2015,https://t.co/5tBvgdeuud,img/4316769252.jpg,SNAPCHAT: imblairewhite 
108465379,bakedalaska,friends,21884,191357,1311,41156,Tue Jan 26 01:21:42 +0000 2010,https://t.co/FRT5UUN1SD,img/108465379.jpg,dis is me:
847967575283728385,FifthAveAntiFa,friends,0,2178,28,1129,Sat Apr 01 00:23:19 +0000 2017,https://t.co/pezleFscXd,img/847967575283728385.jpg,New York  NY
847853719484071937,MarALagoAntifa,friends,369,10336,51,14902,Fri Mar 31 16:50:53 +0000 2017,https://t.co/rHj7JF4YpG,img/847853719484071937.jpg,West Palm Beach  FL
1339835893,HillaryClinton,friends,765,18922960,38603,9944,Tue Apr 09 18:04:35 +0000 2013,https://t.co/xhPHAcdCwE,img/1339835893.jpg,New York  NY
807095,nytimes,friends,883,39758101,191683,295303,Fri Mar 02 20:41:42 +0000 2007,http://t.co/ahvuWqicF9,img/807095.jpg,New York City
822215679726100480,POTUS,friends,42,20651735,16014,1374,Thu Jan 19 22:54:28 +0000 2017,https://t.co/IxLjEB2zlE,img/822215679726100480.jpg,Washington  D.C.
759251,CNN,friends,1117,37980966,128506,153121,Fri Feb 09 00:35:02 +0000 2007,http://t.co/IaghNW8Xm2,img/759251.png,
